"TL","pop","maturity"
315.469469469469,"original",0
304.864864864865,"original",0
121.612612612613,"original",0
567.477477477478,"original",1
115.756756756757,"original",0
536.712712712713,"original",1
571.277277277277,"original",0
299.329329329329,"original",0
411.567567567568,"original",0
210.850850850851,"original",0
648.862862862863,"original",1
599.063063063063,"original",1
303.225225225225,"original",0
366.18018018018,"original",0
357.115115115115,"original",0
371.845845845846,"original",0
130.981981981982,"original",0
375.577577577578,"original",0
526.318318318318,"original",0
397.378378378378,"original",0
585.309309309309,"original",1
653.601601601602,"original",1
352.333333333333,"original",0
302.668668668669,"original",0
579.361361361361,"original",1
353.315315315315,"original",0
282.632632632633,"original",0
447.199199199199,"original",0
693.047047047047,"original",1
121.612612612613,"original",0
334.378378378378,"original",0
618.850850850851,"original",1
147.963963963964,"original",0
403.007007007007,"original",0
245.175175175175,"original",0
638.858858858859,"original",1
567.477477477478,"original",1
537.765765765766,"original",1
488.366366366366,"original",0
431.335335335335,"original",0
335.505505505506,"original",0
339.957957957958,"original",0
591.997997997998,"original",1
593.577577577578,"original",1
352.597597597598,"original",0
357.081081081081,"original",1
385.443443443443,"original",1
624.116116116116,"original",1
205.765765765766,"original",0
588.324324324324,"original",1
388.378378378378,"original",0
573.891891891892,"original",1
389.409409409409,"original",0
229.378378378378,"original",0
361.054054054054,"original",0
316.216216216216,"original",0
625.653653653654,"original",1
583.047047047047,"original",1
502.156156156156,"original",1
337.731731731732,"original",0
679.401401401401,"original",1
690.458458458458,"original",1
715.053053053053,"original",1
379.216216216216,"original",0
612.358358358358,"original",1
674.25025025025,"original",1
638.49049049049,"original",1
748.978978978979,"original",1
600.422422422422,"original",1
129.225225225225,"original",0
632.014014014014,"original",1
147.378378378378,"original",0
679.927927927928,"original",1
553.035035035035,"original",1
372.978978978979,"original",0
481.953953953954,"original",1
432.24024024024,"original",1
719.943943943944,"original",1
253.369369369369,"original",0
385.5995995996,"original",0
260.926926926927,"original",0
225.47047047047,"original",0
722.576576576577,"original",1
798.034034034034,"original",1
285.415415415415,"original",0
131.567567567568,"original",0
196.231231231231,"original",0
372.978978978979,"original",0
367.87987987988,"original",0
684.666666666667,"original",1
736.266266266266,"original",1
253.691691691692,"original",0
595.273273273273,"original",1
352.918918918919,"original",0
611.441441441441,"original",1
323.261261261261,"original",0
325.953953953954,"original",0
361.647647647648,"original",1
224.834834834835,"original",0
351.972972972973,"original",0
683.471471471471,"original",1
274.45045045045,"original",0
525.490490490491,"original",1
136.252252252252,"original",0
731.557557557558,"original",1
338.288288288288,"original",0
475.537537537538,"original",1
255.980980980981,"original",0
363.891891891892,"original",0
309.972972972973,"original",0
330.985985985986,"original",0
570.41041041041,"original",1
733.84984984985,"original",1
333.243243243243,"original",0
407.594594594595,"original",0
319.621621621622,"original",0
604.634634634635,"original",1
123.369369369369,"original",0
126.297297297297,"original",0
322.148148148148,"original",0
572.472472472472,"original",1
252.578578578579,"original",0
377.717717717718,"original",0
446.632632632633,"original",0
492.72972972973,"original",1
648.576576576577,"original",1
337.216216216216,"original",0
421.137137137137,"original",1
341.817817817818,"original",0
623.58958958959,"original",1
266.151151151151,"original",0
405.324324324324,"original",0
625.741741741742,"original",1
681.127127127127,"original",1
398.474474474475,"original",0
405.273273273273,"original",0
572.822822822823,"original",1
304.289289289289,"original",0
706.780780780781,"original",1
353.108108108108,"original",0
657.279279279279,"original",1
748.902902902903,"original",1
177.243243243243,"original",0
215.3003003003,"original",0
296.492492492492,"original",0
780.612612612613,"original",1
323.63963963964,"original",0
163.774774774775,"original",0
283.297297297297,"original",0
296.702702702703,"original",0
570.486486486486,"original",1
263.70970970971,"original",0
303.162162162162,"original",0
616.12012012012,"original",1
570.638638638639,"original",1
158.504504504504,"original",0
429.567567567568,"original",0
354.243243243243,"original",0
330.405405405405,"original",0
398.03003003003,"original",0
605.023023023023,"original",1
247.56956956957,"original",0
619.693693693694,"original",1
373.540540540541,"original",0
353.108108108108,"original",0
549.349349349349,"original",1
421.783783783784,"original",0
765.483483483483,"original",1
654.536536536536,"original",1
685.253253253253,"original",1
785.655655655656,"original",1
401.179179179179,"original",0
305.560560560561,"original",0
555.183183183183,"original",1
375.810810810811,"original",0
404.518518518519,"original",0
293.513513513514,"original",0
556.194194194194,"original",1
348.567567567568,"original",0
154.405405405405,"original",0
726.056056056056,"original",1
524.714714714715,"original",1
602.528528528529,"original",1
304.297297297297,"original",0
240.09009009009,"original",0
378.081081081081,"original",0
320.756756756757,"original",0
367.785785785786,"original",0
238.818818818819,"original",0
533.027027027027,"original",0
133.324324324324,"original",0
326.432432432432,"original",0
676.084084084084,"original",1
648.192192192192,"original",1
351.645645645646,"original",0
510.816816816817,"original",0
622.902902902903,"original",1
597.687687687688,"original",1
509.85985985986,"original",0
228.013013013013,"original",0
573.56956956957,"original",1
369.013013013013,"original",0
273.778778778779,"original",0
148.54954954955,"original",0
146.207207207207,"original",0
622.01001001001,"original",1
277.623623623624,"original",0
715.511511511512,"original",1
280.406406406406,"original",0
569.883883883884,"original",1
627.801801801802,"original",1
386.027027027027,"original",0
257.587587587588,"original",0
298.216216216216,"original",0
516.696696696697,"original",1
530.484484484484,"original",1
390.567567567568,"original",0
734.308308308308,"original",1
821.415415415415,"original",1
196.866866866867,"original",0
504.402402402402,"original",1
562.512512512513,"original",1
130.396396396396,"original",0
215.891891891892,"original",0
309.347347347347,"original",0
481.945945945946,"original",1
566.724724724725,"original",1
642.616616616617,"original",1
343.54954954955,"original",0
383.177177177177,"original",0
268.058058058058,"original",0
547.165165165165,"original",1
216.571571571572,"original",0
120.441441441441,"original",0
494.780780780781,"original",1
140.351351351351,"original",0
359.918918918919,"original",0
340.054054054054,"original",0
263.90990990991,"original",0
513.019019019019,"original",0
302.382382382382,"original",0
572.288288288288,"original",1
610.426426426426,"original",1
332.166166166166,"original",0
593.051051051051,"original",1
580.306306306306,"original",1
245.810810810811,"original",0
197.502502502502,"original",0
531.522522522523,"original",0
378.658658658659,"original",0
237.547547547548,"original",0
139.765765765766,"original",0
143.279279279279,"original",0
340.054054054054,"original",0
200.680680680681,"original",0
695.197197197197,"original",1
588.838838838839,"original",1
404.14014014014,"original",0
705.883883883884,"original",1
374.675675675676,"original",0
688.004004004004,"original",1
291.243243243243,"original",0
150.891891891892,"original",0
743.935935935936,"original",1
272.507507507508,"original",0
638.49049049049,"original",1
319.621621621622,"original",0
498.972972972973,"original",0
200.081081081081,"original",0
489.691691691692,"original",1
475.891891891892,"original",0
335.435435435435,"original",0
262.04004004004,"original",0
493.711711711712,"original",1
526.318318318318,"original",1
471.461461461461,"original",0
152.063063063063,"original",0
350.837837837838,"original",0
434.734734734735,"original",1
191.781781781782,"original",0
750.482482482483,"original",1
383.756756756757,"original",0
401.351351351351,"original",0
131.567567567568,"original",0
698.09009009009,"original",1
333.810810810811,"original",0
656.37037037037,"original",1
243.268268268268,"original",0
497.987987987988,"original",1
332.257257257257,"original",0
507.255255255255,"original",1
756.314314314314,"original",1
313.7997997998,"original",0
360.612612612613,"original",0
292.018018018018,"original",0
637.573573573574,"original",1
330.972972972973,"original",0
390.567567567568,"original",0
129.225225225225,"original",0
627.029029029029,"original",1
134.495495495496,"original",0
604.704704704705,"original",1
463.243243243243,"original",1
487.297297297297,"original",0
608.102102102102,"original",1
259.159159159159,"original",0
623.063063063063,"original",1
701.561561561562,"original",1
721.471471471471,"original",1
441.533533533534,"original",0
606.214214214214,"original",1
252.578578578579,"original",0
401.307307307307,"original",0
597.411411411411,"original",1
381.6996996997,"original",0
392.808808808809,"original",0
351.972972972973,"original",0
391.135135135135,"original",0
626.570570570571,"original",1
347.432432432432,"original",0
346.876876876877,"original",0
599.895895895896,"original",1
215.935935935936,"original",0
361.107107107107,"original",0
763.64964964965,"original",1
686.628628628629,"original",1
525.081081081081,"original",1
570.684684684685,"original",1
280.135135135135,"original",0
325.900900900901,"original",0
139.18018018018,"original",0
500.126126126126,"original",1
700.840840840841,"original",1
586.720720720721,"original",1
336.062062062062,"original",0
353.315315315315,"original",0
394.5005005005,"original",0
317.351351351351,"original",0
677.459459459459,"original",1
370.146146146146,"original",0
231.826826826827,"original",0
709.551551551551,"original",1
504.936936936937,"original",1
732.016016016016,"original",1
610.774774774775,"original",1
121.027027027027,"original",0
220.854854854855,"original",0
600.948948948949,"original",1
275.05005005005,"original",0
220.385385385385,"original",0
153.81981981982,"original",0
134.495495495496,"original",0
666.764764764765,"original",1
343.459459459459,"original",0
614.516516516517,"original",1
194.324324324324,"original",0
678.834834834835,"original",1
312.243243243243,"original",0
334.392392392392,"original",0
579.361361361361,"original",1
506.006006006006,"original",1
138.594594594595,"original",0
261.483483483483,"original",0
619.903903903904,"original",1
348.852852852853,"original",0
115.756756756757,"original",0
303.781781781782,"original",0
615.691691691692,"original",1
595.395395395395,"original",1
852.628628628629,"original",1
273.778778778779,"original",0
354.243243243243,"original",0
756.800800800801,"original",1
157.333333333333,"original",0
570.684684684685,"original",1
351.405405405405,"original",0
383.743743743744,"original",0
359.918918918919,"original",0
401.351351351351,"original",0
386.027027027027,"original",0
292.847847847848,"original",0
187.967967967968,"original",0
401.918918918919,"original",0
291.537537537538,"original",0
150.306306306306,"original",0
695.339339339339,"original",1
581.993993993994,"original",1
194.95995995996,"original",0
117.513513513514,"original",0
306.567567567568,"original",0
584.048048048048,"original",1
304.289289289289,"original",0
446.138138138138,"original",1
149.720720720721,"original",0
196.231231231231,"original",0
390.338338338338,"original",0
494.780780780781,"original",1
668.748748748749,"original",1
140.351351351351,"original",0
491.391391391391,"original",1
133.90990990991,"original",0
123.369369369369,"original",0
771.135135135135,"original",1
295.98998998999,"original",0
146.792792792793,"original",0
355.261261261261,"original",0
481.193193193193,"original",1
689.379379379379,"original",1
504.936936936937,"original",1
248.988988988989,"original",0
429.162162162162,"original",1
611.8998998999,"original",1
146.792792792793,"original",0
508.144144144144,"original",1
644.650650650651,"original",1
222.927927927928,"original",0
196.866866866867,"original",0
563.201201201201,"original",1
380.918918918919,"original",0
696.256256256256,"original",1
346.477477477477,"original",0
423.486486486486,"original",0
310.645645645646,"original",0
366.746746746747,"original",0
578.834834834835,"original",1
330.972972972973,"original",0
145.036036036036,"original",0
215.3003003003,"original",0
256.616616616617,"original",0
640.324324324324,"original",1
238.108108108108,"original",0
285.22022022022,"original",0
495.84984984985,"original",0
216.571571571572,"original",0
724.222222222222,"original",1
485.725725725726,"original",1
210.850850850851,"original",0
685.711711711712,"original",1
218.478478478478,"original",0
481.417417417417,"original",0
543.81981981982,"original",1
533.801801801802,"original",1
297.932932932933,"original",0
732.474474474474,"original",1
294.32032032032,"original",0
242.632632632633,"original",0
150.891891891892,"original",0
601.153153153153,"original",1
699.465465465466,"original",1
324.72972972973,"original",0
236.994994994995,"original",0
695.197197197197,"original",1
128.63963963964,"original",0
380.351351351351,"original",0
136.837837837838,"original",0
527.517517517517,"original",1
253.691691691692,"original",0
562.132132132132,"original",1
635.281281281281,"original",1
485.159159159159,"original",1
685.193193193193,"original",1
389.975975975976,"original",0
526.318318318318,"original",1
247.540540540541,"original",0
397.341341341341,"original",0
711.843843843844,"original",1
294.32032032032,"original",0
118.099099099099,"original",0
160.846846846847,"original",0
554.088088088088,"original",1
130.396396396396,"original",0
351.162162162162,"original",0
697.631631631632,"original",1
264.244244244244,"original",0
518.3003003003,"original",1
395.641641641642,"original",0
133.90990990991,"original",0
269.964964964965,"original",0
671.4994994995,"original",1
405.891891891892,"original",0
671.4994994995,"original",1
149.135135135135,"original",0
334.948948948949,"original",0
368.432432432432,"original",0
143.864864864865,"original",0
530.594594594595,"original",1
139.765765765766,"original",0
748.376376376376,"original",1
490.824824824825,"original",0
127.468468468468,"original",0
384.324324324324,"original",0
135.666666666667,"original",0
696.256256256256,"original",1
612.358358358358,"original",1
513.72972972973,"original",1
449.87987987988,"original",0
212.122122122122,"original",0
511.351351351351,"original",1
246.456456456456,"original",0
399.607607607608,"original",0
542.948948948949,"original",1
447.207207207207,"original",0
604.36036036036,"original",1
757.231231231231,"original",1
357.047047047047,"original",0
186.696696696697,"original",0
132.153153153153,"original",0
797.117117117117,"original",1
622.534534534534,"original",1
303.72972972973,"original",0
299.204204204204,"original",0
280.770770770771,"original",0
168.459459459459,"original",0
714.594594594595,"original",1
123.954954954955,"original",0
633.905905905906,"original",1
226.106106106106,"original",0
314.459459459459,"original",0
207.693693693694,"original",0
474.394394394394,"original",0
727.431431431431,"original",1
378.644644644645,"original",0
693.963963963964,"original",1
304.864864864865,"original",0
518.834834834835,"original",1
331.053053053053,"original",0
299.83983983984,"original",0
369.567567567568,"original",0
379.783783783784,"original",1
391.109109109109,"original",0
236.276276276276,"original",0
344.594594594595,"original",0
687.545545545546,"original",1
526.852852852853,"original",1
158.504504504504,"original",0
171.441441441441,"original",0
339.551551551552,"original",0
483.533533533534,"original",1
338.918918918919,"original",0
219.74974974975,"original",0
342.384384384384,"original",0
648.576576576577,"original",1
451.825825825826,"original",1
351.089089089089,"original",0
557.247247247247,"original",1
562.512512512513,"original",1
205.13013013013,"original",0
297.486486486486,"original",0
820.510510510511,"original",1
401.307307307307,"original",0
202.587587587588,"original",0
282.042042042042,"original",0
236.994994994995,"original",0
197.479479479479,"original",0
323.027027027027,"original",0
240.09009009009,"original",0
193.054054054054,"original",0
268.718718718719,"original",0
313.945945945946,"original",0
219.114114114114,"original",0
598.842842842843,"original",1
541.977977977978,"original",1
350.316316316316,"original",0
386.01001001001,"original",0
352.016016016016,"original",0
407.53953953954,"original",0
315.081081081081,"original",0
253.691691691692,"original",0
393.972972972973,"original",1
294.081081081081,"original",0
718.720720720721,"original",1
150.891891891892,"original",0
382.621621621622,"original",0
715.009009009009,"original",1
259.159159159159,"original",0
487.831831831832,"original",1
130.396396396396,"original",0
725.209209209209,"original",1
347.512512512513,"original",0
333.810810810811,"original",0
636.656656656657,"original",1
143.864864864865,"original",0
518.586586586587,"original",1
153.234234234234,"original",0
471.261261261261,"original",1
197.502502502502,"original",0
126.882882882883,"original",0
136.837837837838,"original",0
293.189189189189,"original",0
365.047047047047,"original",0
632.072072072072,"original",1
588.976976976977,"original",1
331.540540540541,"original",0
614.638638638639,"original",1
200.045045045045,"original",0
248.988988988989,"original",0
285,"original",0
532.108108108108,"original",1
635.173173173173,"original",1
721.471471471471,"original",1
745.311311311311,"original",1
534.870870870871,"original",1
619.903903903904,"original",1
382.621621621622,"original",0
269.831831831832,"original",0
423.96996996997,"original",1
632.988988988989,"original",1
310.46046046046,"original",0
661.871871871872,"original",1
695.339339339339,"original",1
645.703703703704,"original",1
794.824824824825,"original",1
642.018018018018,"original",1
558.826826826827,"original",1
186.696696696697,"original",0
619.377377377377,"original",1
365.613613613614,"original",0
456.972972972973,"original",0
326.432432432432,"original",0
380.344344344344,"original",0
629.381381381381,"original",1
256.616616616617,"original",0
412.702702702703,"original",0
404.706706706707,"original",0
649.035035035035,"original",1
175.486486486486,"original",0
673.791791791792,"original",1
336.718718718719,"original",0
350.837837837838,"original",0
502.798798798799,"original",0
560.27027027027,"original",1
303.951951951952,"original",0
672.246246246246,"original",1
207.693693693694,"original",0
640.438438438438,"original",1
128.63963963964,"original",0
307.257257257257,"original",0
342.324324324324,"original",0
346.916916916917,"original",0
570.936936936937,"original",1
160.261261261261,"original",0
475.003003003003,"original",1
588.06006006006,"original",0
682.502502502502,"original",1
297.103103103103,"original",0
726.972972972973,"original",1
326.432432432432,"original",0
707.525525525526,"original",1
315.469469469469,"original",0
717.837837837838,"original",1
302.668668668669,"original",0
527.235235235235,"original",1
704.966966966967,"original",1
280.135135135135,"original",0
710.926926926927,"original",1
602.002002002002,"original",1
456.828828828829,"original",1
780.494494494495,"original",1
126.882882882883,"original",0
349.990990990991,"original",0
511.027027027027,"original",1
452.298298298298,"original",1
727.88988988989,"original",1
418.378378378378,"original",0
546.096096096096,"original",1
364.459459459459,"original",0
140.936936936937,"original",0
564.804804804805,"original",1
423.96996996997,"original",0
369,"original",0
439.833833833834,"original",1
341.756756756757,"original",0
243.117117117117,"original",0
376.944944944945,"original",0
481.417417417417,"original",0
429.069069069069,"original",0
396.208208208208,"original",0
517.765765765766,"original",0
252.022022022022,"original",0
370.135135135135,"original",0
477.675675675676,"original",0
285.855855855856,"original",0
327.738738738739,"original",0
418.870870870871,"original",0
608.636636636637,"original",1
284.858858858859,"original",0
380.344344344344,"original",0
213.393393393393,"original",0
147.378378378378,"original",0
273.143143143143,"original",0
399.607607607608,"original",0
687.545545545546,"original",1
777.861861861862,"original",1
448.459459459459,"original",1
358.814814814815,"original",0
459.097097097097,"original",1
229.284284284284,"original",0
425.111111111111,"original",1
359.381381381381,"original",0
471.795795795796,"original",0
285.855855855856,"original",0
537.378378378378,"original",1
429.069069069069,"original",0
614.192192192192,"original",1
471.561561561562,"original",1
203.858858858859,"original",0
318.486486486486,"original",1
145.621621621622,"original",0
326.432432432432,"original",0
362.22022022022,"original",0
630.696696696697,"original",1
538.292292292292,"original",1
294.119119119119,"original",0
359.437437437437,"original",0
236.276276276276,"original",0
138.009009009009,"original",0
638.332332332332,"original",1
303.225225225225,"original",0
448.898898898899,"original",0
301.555555555556,"original",0
336.152152152152,"original",0
593.577577577578,"original",1
253.135135135135,"original",0
526.318318318318,"original",1
467.51951951952,"original",0
148.54954954955,"original",0
160.846846846847,"original",0
614.112112112112,"original",1
285.855855855856,"original",0
595.395395395395,"original",1
332.752752752753,"original",0
365.801801801802,"original",0
285.22022022022,"original",0
131.567567567568,"original",0
392.27027027027,"original",0
624.736736736737,"original",1
182.513513513514,"original",0
736.600600600601,"original",1
380.565565565566,"original",0
146.207207207207,"original",0
503.867867867868,"original",0
682.960960960961,"original",1
333.243243243243,"original",0
359.351351351351,"original",0
299.204204204204,"original",0
555.717717717718,"original",1
502.798798798799,"original",1
153.81981981982,"original",0
408.970970970971,"original",0
358.248248248248,"original",0
781.071071071071,"original",1
611.441441441441,"original",1
355.981981981982,"original",0
691.972972972973,"original",1
391.675675675676,"original",0
400.351351351351,"original",0
266.786786786787,"original",0
639.911911911912,"original",1
468.054054054054,"original",0
258.523523523524,"original",0
677.459459459459,"original",1
733.84984984985,"original",1
345.72972972973,"original",0
378.099099099099,"original",0
584.582582582583,"original",1
375.245245245245,"original",0
151.477477477477,"original",0
115.171171171171,"original",0
555.717717717718,"original",1
350.532532532533,"original",0
552.562562562563,"original",1
674.662662662663,"original",1
802.16016016016,"original",1
777.403403403403,"original",1
668.870870870871,"original",1
353.675675675676,"original",0
336.081081081081,"original",0
586.226226226226,"original",1
446.672672672673,"original",1
482.326326326326,"original",0
279.4994994995,"original",0
269.329329329329,"original",0
250.908908908909,"original",0
143.864864864865,"original",0
760.898898898899,"original",1
170.801801801802,"original",0
642.018018018018,"original",1
145.621621621622,"original",0
270.936936936937,"original",0
685.253253253253,"original",1
384.324324324324,"original",0
259.794794794795,"original",0
146.207207207207,"original",0
255.917917917918,"original",0
527.517517517517,"original",1
616.218218218218,"original",1
773.64964964965,"original",1
347.483483483483,"original",0
389.409409409409,"original",0
357.047047047047,"original",0
465.329329329329,"original",1
576.728728728729,"original",1
407.651651651652,"original",0
155.576576576577,"original",0
485.261261261261,"original",1
143.279279279279,"original",0
716.886886886887,"original",1
185.425425425425,"original",0
406.406406406406,"original",0
538.612612612613,"original",1
739.951951951952,"original",1
202.587587587588,"original",0
357.405405405405,"original",0
427.369369369369,"original",0
185.441441441441,"original",0
682.502502502502,"original",1
589.893893893894,"original",1
513.019019019019,"original",1
331.540540540541,"original",0
145.621621621622,"original",0
200.680680680681,"original",0
357.681681681682,"original",0
301.111111111111,"original",0
222.292292292292,"original",0
366.116116116116,"original",0
572.822822822823,"original",1
768.910910910911,"original",1
477.675675675676,"original",1
593.051051051051,"original",1
609.171171171171,"original",1
382.054054054054,"original",1
236.911911911912,"original",0
279.4994994995,"original",0
384.876876876877,"original",0
572.822822822823,"original",1
336.522522522523,"original",0
394.54954954955,"original",0
649.951951951952,"original",1
372.405405405405,"original",0
294.945945945946,"original",0
358.814814814815,"original",0
666.238238238238,"original",1
770.984984984985,"original",1
602.528528528529,"original",1
320.18018018018,"original",0
154.990990990991,"original",0
455.75975975976,"original",0
468.054054054054,"original",0
489.96996996997,"original",0
422.084084084084,"original",0
268.162162162162,"original",0
322.148148148148,"original",0
552.014014014014,"original",1
615.165165165165,"original",1
491.573573573574,"original",0
246.456456456456,"original",0
357.681681681682,"original",0
147.963963963964,"original",0
316.582582582583,"original",0
251.465465465465,"original",0
534.870870870871,"original",1
375.811811811812,"original",0
586.732732732733,"original",1
294.648648648649,"original",0
135.666666666667,"original",0
837.885885885886,"original",1
409.239239239239,"original",0
601.871871871872,"original",1
449.345345345345,"original",1
571.277277277277,"original",1
642.544544544545,"original",1
600.618618618619,"original",0
464.762762762763,"original",1
520.438438438438,"original",1
752.588588588589,"original",1
560.406406406406,"original",1
212.757757757758,"original",0
425.825825825826,"original",0
513.48948948949,"original",1
807.661661661662,"original",1
209.57957957958,"original",0
409.864864864865,"original",0
127.468468468468,"original",0
288.198198198198,"original",0
220.385385385385,"original",0
437.567567567568,"original",0
628.328328328328,"original",1
140.351351351351,"original",0
393.375375375375,"original",0
188.603603603604,"original",0
509.213213213213,"original",0
579.209209209209,"original",1
345.162162162162,"original",0
607.033033033033,"original",1
298.772772772773,"original",0
770.600600600601,"original",1
331.540540540541,"original",1
741.185185185185,"original",1
604.108108108108,"original",1
356.336336336336,"original",0
273.778778778779,"original",0
537.543543543544,"original",1
447.207207207207,"original",1
400.174174174174,"original",0
759.95995995996,"original",1
621.483483483483,"original",1
403.054054054054,"original",0
286.528528528529,"original",0
384.31031031031,"original",0
745.311311311311,"original",1
476.660660660661,"original",1
317.351351351351,"original",0
294.876876876877,"original",0
475.135135135135,"original",1
372.412412412412,"original",0
468.588588588589,"original",1
712.046046046046,"original",1
578.308308308308,"original",1
681.333333333333,"original",1
129.225225225225,"original",0
573.891891891892,"original",1
388.408408408408,"original",0
132.738738738739,"original",0
337.783783783784,"original",0
262.596596596597,"original",0
367.313313313313,"original",0
264.266266266266,"original",0
614.192192192192,"original",1
666.238238238238,"original",1
346.864864864865,"original",0
345.162162162162,"original",0
604.106106106106,"original",1
276.510510510511,"original",0
151.477477477477,"original",0
190.51051051051,"original",0
691.213213213213,"original",1
564.478478478478,"original",1
528.456456456456,"original",1
450.156156156156,"original",0
485.159159159159,"original",1
509.213213213213,"original",1
138.594594594595,"original",0
164.945945945946,"original",0
354.243243243243,"original",0
501.72972972973,"original",1
575.243243243243,"original",1
701.757757757758,"original",1
565.045045045045,"original",1
120.441441441441,"original",0
609.705705705706,"original",1
616.942942942943,"original",1
637.279279279279,"original",1
148.54954954955,"original",0
660.972972972973,"original",1
634.828828828829,"original",1
283.189189189189,"original",0
387.143143143143,"original",0
219.114114114114,"original",0
353.108108108108,"original",0
137.423423423423,"original",0
262.04004004004,"original",0
468.162162162162,"original",0
276.510510510511,"original",0
136.837837837838,"original",0
133.324324324324,"original",0
679.72972972973,"original",1
257.252252252252,"original",0
140.351351351351,"original",0
374.112112112112,"original",0
276.321321321321,"original",0
649.915915915916,"original",1
285.855855855856,"original",0
122.198198198198,"original",0
241.996996996997,"original",0
357.115115115115,"original",0
222.927927927928,"original",0
702.042042042042,"original",1
407.53953953954,"original",0
287.641641641642,"original",0
360.612612612613,"original",0
368.432432432432,"original",0
331.61961961962,"original",0
125.126126126126,"original",0
674.136136136136,"original",1
255.361361361361,"original",0
347.249249249249,"original",0
369.124124124124,"original",0
242.560560560561,"original",0
516.32032032032,"original",1
384.31031031031,"original",0
638.032032032032,"original",1
275.953953953954,"original",0
333.243243243243,"original",0
181.927927927928,"original",0
352.594594594595,"original",0
359.381381381381,"original",0
497.987987987988,"original",1
682.560560560561,"original",1
703.095095095095,"original",1
726.788788788789,"original",1
403.961961961962,"original",0
771.017017017017,"original",1
133.90990990991,"original",0
140.936936936937,"original",0
450.162162162162,"original",0
704.966966966967,"original",1
493.177177177177,"original",1
342.384384384384,"original",0
290.424424424424,"original",0
230.531531531532,"original",0
416.604604604605,"original",0
234.369369369369,"original",0
489.125125125125,"original",1
413.423423423423,"original",0
567.777777777778,"original",1
812.246246246246,"original",1
125.711711711712,"original",0
391.109109109109,"original",0
384.876876876877,"original",1
719.417417417417,"original",1
366.72972972973,"original",0
635.281281281281,"original",1
518.3003003003,"original",1
392.27027027027,"original",0
345.162162162162,"original",0
331.540540540541,"original",0
661.4994994995,"original",1
365.613613613614,"original",0
257.887887887888,"original",0
292.094094094094,"original",0
348.148148148148,"original",0
634.364364364364,"original",1
152.648648648649,"original",0
590.944944944945,"original",1
148.54954954955,"original",0
356.548548548549,"original",0
745.311311311311,"original",1
334.378378378378,"original",0
550.928928928929,"original",1
351.449449449449,"original",0
325.864864864865,"original",0
638.858858858859,"original",1
350.837837837838,"original",0
309.347347347347,"original",0
411,"original",0
646.756756756757,"original",1
241.996996996997,"original",0
561.597597597598,"original",1
332.675675675676,"original",0
385.201201201201,"original",0
139.765765765766,"original",0
540.750750750751,"original",1
697.82982982983,"original",1
328.826826826827,"original",0
143.864864864865,"original",0
391.615615615616,"original",0
128.63963963964,"original",0
448.276276276276,"original",1
351.525525525526,"original",0
143.279279279279,"original",0
620.43043043043,"original",1
522.042042042042,"original",0
301.025025025025,"original",0
130.396396396396,"original",0
391.567567567568,"original",0
610.066066066066,"original",1
529.743743743744,"original",1
732.932932932933,"original",1
654.536536536536,"original",1
396.17017017017,"original",0
150.891891891892,"original",0
231.826826826827,"original",0
258.700700700701,"original",0
367.561561561562,"original",0
